filepath,class,label,split
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0398.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0140.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0076.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0540.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0153.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0476.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0098.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0155.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0210.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0105.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0467.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0176.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0231.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0349.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0116.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0459.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0106.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0197.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0155.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0001.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0222.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0577.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0520.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0325.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0297.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0320.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0430.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0084.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0561.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0548.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0511.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0579.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0138.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0167.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0469.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0457.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0115.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0591.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0539.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0200.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0575.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0515.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0346.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0314.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0306.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0253.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0355.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0170.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0398.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0165.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0485.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0234.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0295.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0210.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0025.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0199.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0206.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0476.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0390.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0266.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0154.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0135.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0475.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0484.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0188.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0388.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0371.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0250.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0397.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0072.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0281.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0514.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0393.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0140.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0507.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0093.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0445.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0418.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0435.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0244.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0033.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0539.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0067.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0503.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0313.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0517.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0192.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0421.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0144.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0033.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0587.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0010.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0192.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0089.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0234.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0529.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0508.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0084.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0365.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0030.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0446.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0357.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0120.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0504.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0163.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0568.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0248.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0565.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0113.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0403.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0594.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0570.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0103.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0382.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0090.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0103.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0127.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0164.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0366.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0269.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0140.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0241.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0043.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0530.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0420.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0447.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0579.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0350.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0212.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0505.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0278.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0593.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0079.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0091.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0285.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0358.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0534.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0346.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0416.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0101.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0449.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0563.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0049.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0510.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0251.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0345.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0472.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0094.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0454.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0430.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0189.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0203.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0219.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0242.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0082.jpg,Northern_Leaf_Blight,2,train
